time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,SentimentStrat,388cac9f2bbf45ebacfa6b8bd28aacf2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,SentimentStrat,388cac9f2bbf45ebacfa6b8bd28aacf2,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,10.0,0.0
